id,cleaned_report_title,report_category_name,summary,text_content,is_waste,sample_task_id,sample_report_title,sample_report_text,user_id,created,updated,first_found,last_found,count,error_task_time,log_task_time,requeue_task_time,report_category_weight,predicted_task_time,predicted_task_status_error,predicted_task_status_completed,predicted_job_status,plugin
44,error error read footagecloud tanksspace mov reader reader failed to read frame error number occurred at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,mov64reader reader failed to read frame: error number 12 occurred,,,FALSE,,"Error: FailRenderException : >>> >>> >>> [10:15.34] ERROR: Read23: //bstorage/projects/NJ/04_PRODUCTION/NJ00_REUSE_MATERIALS/STOCK FOOTAGE/CLOUD TANKS/SPACE KIT/1_Atmospheres/Atmos_6.mp4: mov64Reader Reader failed to read frame: Error number -12 occurred    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I02plugins603e0fc3fedd901e786aee4dNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I02plugins603e0fc3fedd901e786aee4dNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I02plugins603e0fc3fedd901e786aee4dNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I02plugins603e0fc3fedd901e786aee4dNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
45,error error running kernel at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,exception running kernel,,,FALSE,,"Error: FailRenderException : [10:19.04] ERROR: fl_VirtualLens2.Chromatik2.RadialVectorGenerator1.BlinkScript8: Error running kernel    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE02-_I03plugins603e0fc3fedd901e786aee4dNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE02-_I03plugins603e0fc3fedd901e786aee4dNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE02-_I03plugins603e0fc3fedd901e786aee4dNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE02-_I03plugins603e0fc3fedd901e786aee4dNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
46,error error read cprogram the paging file is too small for this operation to complete at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,the paging file is too small for this operation to complete,,,FALSE,,"Error: FailRenderException : [11:40.28] ERROR: Read3: C:/Program Files/Nuke12.0v3/plugins/movReader.dll: The paging file is too small for this operation to complete.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03plugins603cd1d24f7f6121248937f1Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03plugins603cd1d24f7f6121248937f1Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03plugins603cd1d24f7f6121248937f1Nuke.py, line 42, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03plugins603cd1d24f7f6121248937f1Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
47,error error read footagecloud tanksspace unable to find video stream at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,unable to find video stream,,,FALSE,,"Error: FailRenderException : >>> [ 9:57.08] ERROR: Read7: //bstorage/projects/NJ/04_PRODUCTION/NJ00_REUSE_MATERIALS/STOCK FOOTAGE/CLOUD TANKS/SPACE KIT/1_Atmospheres/Atmos_6.mp4: unable to find video stream    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I02plugins603cd1d24f7f6121248937f1Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I02plugins603cd1d24f7f6121248937f1Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I02plugins603cd1d24f7f6121248937f1Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I02plugins603cd1d24f7f6121248937f1Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
48,error unable to create disk cache at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,unable to create disk cache at <>,,,FALSE,,"Error: FailRenderException : ERROR: Unable to create disk cache at C:/Users/SIR~1.REN/AppData/Local/Temp/nuke.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I04plugins60379f8153bb4e39f09eee42Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I04plugins60379f8153bb4e39f09eee42Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I04plugins60379f8153bb4e39f09eee42Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01-_I04plugins60379f8153bb4e39f09eee42Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
49,error error particlewind creation error while trying to create particlemove cprogram the paging file is too small for this operation to complete at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,creation error while trying to create <>,,,FALSE,,"Error: FailRenderException : >>> [16:13.02] ERROR: ParticleWind1: Creation error while trying to create (ParticleMove): C:/Program Files/Nuke12.0v3/plugins/ParticleMove.dll: The paging file is too small for this operation to complete.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I03plugins60353bcebff33e357051a8afNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I03plugins60353bcebff33e357051a8afNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I03plugins60353bcebff33e357051a8afNuke.py, line 45, in WaitForProcess     self.VerifyMonitoredManagedProcess( self.ProcessName )   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I03plugins60353bcebff33e357051a8afNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
50,error importerror could not import module pyside qtgui at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,import error: couldn't import module <>,,,FALSE,,"Error: FailRenderException : ImportError: could not import module 'PySide2.QtGui'    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I05plugins602678ee67a4b93a1498b0beNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I05plugins602678ee67a4b93a1498b0beNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I05plugins602678ee67a4b93a1498b0beNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA18-_I05plugins602678ee67a4b93a1498b0beNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
51,event error onjobfinished could not connect to server connection timed out the server running on host jamalytics and connections on port,operational error: could not connect to server,,,FALSE,,"Event Error (OnJobFinished): OperationalError : could not connect to server: Connection timed out (0x0000274C/10060) 	Is the server running on host jamalytics (192.168.1.120) and accepting 	TCP/IP connections on port 5432? ",,,,,,,,,,,,,,,,Nuke
52,unable to load dll python or one of its dependencies the paging file is too small for this operation to complete x af,unable to load dll <> or one of its dependencies. the paging file is too small for this operation to complete,,,FALSE,,Unable to load DLL 'python27' or one of its dependencies: The paging file is too small for this operation to complete. (0x800705AF),,,,,,,,,,,,,,,,Nuke
53,error error cannot read from file does not match input at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,cannot read from file; file does not match input,,,FALSE,,"Error: FailRenderException : >>> [16:04.30] ERROR: SPACEBOX1_precomp.SPACEBOX1_precomp_write: //bstorage/projects/NJ/04_PRODUCTION/NJ00_RENDERS/01.COMP/NJ03/0900_NJ03/precomps/SPACEBOX1_precomp/SPACEBOX1_precomp_0900_NJ03.000000.exr: Cannot read from file; file does not match input.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I05plugins60215df61e1fc15dd0519c36Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I05plugins60215df61e1fc15dd0519c36Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I05plugins60215df61e1fc15dd0519c36Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I05plugins60215df61e1fc15dd0519c36Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
54,error importerror dll load failed the paging file is too small for this operation to complete at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,import error: dll load failed. the paging file is too small for this operation to complete,,,FALSE,,"Error: FailRenderException : ImportError: DLL load failed: The paging file is too small for this operation to complete.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP16-_I04plugins6022a650edaee83d747d0c0dNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP16-_I04plugins6022a650edaee83d747d0c0dNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP16-_I04plugins6022a650edaee83d747d0c0dNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP16-_I04plugins6022a650edaee83d747d0c0dNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
55,error error mainwrite exr write failed to write pixel data to image file invalid argument at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,write failed to write pixel data to image file,,,FALSE,,"Error: FailRenderException : [14:24.34] ERROR: MainWrite: EXR: Write failed [Failed to write pixel data to image file //bstorage/projects/NJ/04_PRODUCTION/NJ00_RENDERS/01.COMP/NJ03/2280_NJ03/exr/-6682406295305353986.tmp. Invalid argument.]    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP012plugins602297dc4936941db8591d0bNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP012plugins602297dc4936941db8591d0bNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP012plugins602297dc4936941db8591d0bNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP012plugins602297dc4936941db8591d0bNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
56,error error read and motion graphicsnjuht screen motion graphicsuht screen mov mov reader reader failed to read frame error number occurred at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,mov64reader reader failed to read frame: error number 22 occurred,,,FALSE,,"Error: FailRenderException : >>> [21:11.41] ERROR: Read2: //bstorage/projects/NJ/04_PRODUCTION/NJ00_ASSETS/LOGO AND MOTION GRAPHICS/NJ_UHT SCREEN MOTION GRAPHICS/UHT SCREEN_02.mov: mov64Reader Reader failed to read frame: Error number -22 occurred    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I07plugins602179dccf3c443c1c71f17cNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I07plugins602179dccf3c443c1c71f17cNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I07plugins602179dccf3c443c1c71f17cNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA17-_I07plugins602179dccf3c443c1c71f17cNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
57,event error onjobsubmitted importerror no module named,import error: no module named <>,,,FALSE,,Event Error (OnJobSubmitted): ImportError : No module named FINALCOMP_addSound,,,,,,,,,,,,,,,,Nuke
58,error error read libpng error at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,libpng error,,,FALSE,,"Error: FailRenderException : [13:40.57] ERROR: Read11: libpng error    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE03-_I07plugins602132d0e58be939402c68cfNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE03-_I07plugins602132d0e58be939402c68cfNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE03-_I07plugins602132d0e58be939402c68cfNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE03-_I07plugins602132d0e58be939402c68cfNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
59,error error key cant rename tmp to final invalid argument at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,"can't rename .tmp to final, invalid argument",,,FALSE,,"Error: FailRenderException : [18:51.09] ERROR: KEY: Can't rename .tmp to final, Invalid argument    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06-_I08plugins604a350ab33a552d98395196Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06-_I08plugins604a350ab33a552d98395196Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06-_I08plugins604a350ab33a552d98395196Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06-_I08plugins604a350ab33a552d98395196Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
60,error error spacebox cant rename tmp to final permission denied at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,"can't rename .tmp to final, permission denied",,,FALSE,,"Error: FailRenderException : >>> [15:44.03] ERROR: SPACEBOX: Can't rename .tmp to final, Permission denied    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01plugins604a3504d541693584306698Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01plugins604a3504d541693584306698Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01plugins604a3504d541693584306698Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveRYZEN01plugins604a3504d541693584306698Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
61,error error mainwrite cant write invalid argument at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,"can't write, invalid argument",,,FALSE,,"Error: FailRenderException : >>> [ 9:37.06] ERROR: MainWrite1: Can't write, Invalid argument    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I02plugins60507af9d2e89c3a1c71cafbNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I02plugins60507af9d2e89c3a1c71cafbNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I02plugins60507af9d2e89c3a1c71cafbNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I02plugins60507af9d2e89c3a1c71cafbNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
